2026-04-12 22:58:02,389 - IP: 127.0.0.1 | Query: "Alamat Kemlu" | Source: local | Response: "{'type': 'paragraph', 'content': "<strong>Alamat Kementerian Luar Negeri RI:</strong><br>Jalan Taman Pejambon No. 6, Jakarta Pusat 10110, Indonesia.<br><a href='https://maps.google.com/?q=Kementerian+Luar+Negeri+RI' target='_blank' style='color:blue;'>Lihat Peta</a>"}"
2026-04-12 22:58:05,668 - IP: 127.0.0.1 | Query: "Alamat KBRI di Kuala Lumpur" | Source: local | Response: "{'type': 'paragraph', 'content': "Tentu, dengan senang hati! Berikut adalah informasi alamat dan kontak untuk Perwakilan RI di Malaysia:<br><br><strong>KBRI Kuala Lumpur, Malaysia</strong><br>Alamat: 233 Jalan Tun Razak, 50400 Kuala Lumpur, Malaysia<br>Telepon: (+60-3) 2116-4000, 2116-4016<br>Website: <a href='https://kemlu.go.id/kualalumpur' target='_blank' style='color:blue;'>kemlu.go.id/kualalumpur</a><br><a href='https://maps.google.com/?q=Embassy+of+Indonesia+in+Kuala+Lumpur' target='_blank' style='color:blue;'>Lihat Peta</a><br><br>Terdapat juga Konsulat Jenderal (KJRI) di <strong>Johor Bahru, Kota Kinabalu, Kuching,</strong> dan <strong>Penang</strong>."}"
2026-04-12 22:58:07,496 - IP: 127.0.0.1 | Query: "Alamat KBRI di London" | Source: local | Response: "{'type': 'paragraph', 'content': "Tentu, dengan senang hati! Berikut adalah informasi alamat dan kontak untuk Perwakilan RI di Inggris:<br><br><strong>KBRI London, Inggris</strong><br>Alamat: 38 Grosvenor Square, London W1K 2HW, UK<br>Telepon: (+44-20) 7499-7661, 7290-9600<br>Website: <a href='https://indonesianembassy.org.uk' target='_blank' style='color:blue;'>indonesianembassy.org.uk</a><br><a href='https://maps.google.com/?q=Embassy+of+Indonesia+in+London' target='_blank' style='color:blue;'>Lihat Peta</a>"}"
2026-04-12 22:58:16,037 - IP: 127.0.0.1 | Query: "Visa kunjungan" | Source: local | Response: "{'type': 'list', 'title': 'Prosedur umum untuk membuat visa kunjungan ke Indonesia:', 'items': ['<strong>Tentukan Jenis Visa:</strong> Pastikan Anda memilih jenis visa yang sesuai dengan tujuan kunjungan Anda (misalnya, turis, bisnis, atau keluarga).', '<strong>Lengkapi Dokumen:</strong> Kumpulkan semua dokumen persyaratan, seperti <strong>paspor</strong> yang masih berlaku, <strong>formulir aplikasi</strong>, pas foto, dan bukti keuangan.', '<strong>Ajukan Permohonan:</strong> Anda dapat mengajukan permohonan visa melalui <strong>Kedutaan Besar/Konsulat Jenderal RI</strong> di negara Anda.', '<strong>Bayar Biaya Visa:</strong> Lakukan pembayaran biaya permohonan visa sesuai dengan ketentuan yang berlaku.', '<strong>Tunggu Proses Persetujuan:</strong> Waktu proses persetujuan visa bisa bervariasi tergantung perwakilan RI dan kelengkapan dokumen.']}"
2026-04-12 23:40:06,748 - IP: 127.0.0.1 | Query: "Apa saja layanan kekonsuleran?" | Source: local | Response: "{'type': 'paragraph', 'content': "Layanan Kekonsuleran mencakup berbagai jenis pelayanan publik yang diberikan oleh Kementerian Luar Negeri dan Perwakilan RI di luar negeri kepada WNI dan WNA. Layanan ini bertujuan untuk memberikan kepastian hukum dan perlindungan bagi warga. Informasi lebih lanjut dapat ditemukan di <a href='https://kemlu.go.id/layanan/layanan-konsuler-fasilitas-diplomatik-dan-pelindungan-wni/kekonsuleran' target='_blank' style='color:blue;'>Layanan Kekonsuleran</a>.", 'bullets': ['Penerbitan Paspor dan Surat Perjalanan Laksana Paspor (SPLP).', 'Legalisasi dokumen untuk penggunaan di dalam dan luar negeri.', 'Layanan visa bagi WNA yang akan berkunjung ke Indonesia.', 'Pencatatan peristiwa penting seperti kelahiran, pernikahan, dan kematian.']}"
2026-04-17 00:42:10,702 - IP: 127.0.0.1 | Query: "Bagaimana cara mengajukan permohonan visa turis secara online?" | Source: local | Response: "{'type': 'paragraph', 'content': "Saat ini, sistem pengajuan visa turis <strong>secara online sepenuhnya</strong> belum tersedia untuk semua negara. Prosedur pengajuan visa umumnya masih dilakukan melalui <strong>Kedutaan Besar/Konsulat Jenderal RI (KBRI/KJRI)</strong> di negara Anda.<br><br>Untuk mengetahui prosedur yang tepat, termasuk apakah ada fasilitas pengajuan online parsial, silakan kunjungi situs web resmi KBRI/KJRI di negara Anda. Selalu rujuk ke situs resmi <a href='https://www.kemlu.go.id' target='_blank' style='color:blue;'>kemlu.go.id</a> dan situs Perwakilan RI terkait untuk informasi terkini."}"
2026-04-17 12:18:11,700 - IP: 127.0.0.1 | Query: "Alamat Kemlu" | Source: local | Response: "{'type': 'paragraph', 'content': "<strong>Alamat Kementerian Luar Negeri RI:</strong><br>Jalan Taman Pejambon No. 6, Jakarta Pusat 10110, Indonesia.<br><a href='https://maps.google.com/?q=Kementerian+Luar+Negeri+RI' target='_blank' style='color:blue;'>Lihat Peta</a>"}"
2026-04-17 12:25:53,171 - IP: 127.0.0.1 | Query: "Alamat Kemlu" | Source: local | Response: "{'type': 'paragraph', 'content': "<strong>Alamat Kementerian Luar Negeri RI:</strong><br>Jalan Taman Pejambon No. 6, Jakarta Pusat 10110, Indonesia.<br><a href='https://maps.google.com/?q=Kementerian+Luar+Negeri+RI' target='_blank' style='color:blue;'>Lihat Peta</a>", 'footer': {'text': 'kemlu.go.id', 'link': 'https://kemlu.go.id'}}"
2026-04-17 12:26:10,212 - IP: 127.0.0.1 | Query: "Dimana KBRI London" | Source: local | Response: "{'type': 'paragraph', 'content': "Tentu, dengan senang hati! Berikut adalah informasi alamat dan kontak untuk Perwakilan RI di Inggris:<br><br><strong>KBRI London, Inggris</strong><br>Alamat: 38 Grosvenor Square, London W1K 2HW, UK<br>Telepon: (+44-20) 7499-7661, 7290-9600<br>Website: <a href='https://indonesianembassy.org.uk' target='_blank' style='color:blue;'>indonesianembassy.org.uk</a><br><a href='https://maps.google.com/?q=Embassy+of+Indonesia+in+London' target='_blank' style='color:blue;'>Lihat Peta</a>"}"
2026-04-19 23:49:07,437 - IP: 127.0.0.1 | Query: "Alamat Kemlu" | Source: local | Response: "{'type': 'paragraph', 'content': "<strong>Alamat Kementerian Luar Negeri RI:</strong><br>Jalan Taman Pejambon No. 6, Jakarta Pusat 10110, Indonesia.<br><a href='https://maps.google.com/?q=Kementerian+Luar+Negeri+RI' target='_blank' style='color:blue;'>Lihat Peta</a>"}"
2026-04-19 23:55:11,657 - IP: 127.0.0.1 | Query: "Alamat Kemlu" | Source: local | Response: "{'type': 'paragraph', 'content': "<strong>Alamat Kementerian Luar Negeri RI:</strong><br>Jalan Taman Pejambon No. 6, Jakarta Pusat 10110, Indonesia.<br><a href='https://maps.google.com/?q=Kementerian+Luar+Negeri+RI' target='_blank' style='color:blue;'>Lihat Peta</a>"}"
2026-04-19 23:56:39,528 - IP: 127.0.0.1 | Query: "Dimana KBRI London" | Source: local | Response: "{'type': 'paragraph', 'content': "Tentu, dengan senang hati! Berikut adalah informasi alamat dan kontak untuk Perwakilan RI di Inggris:<br><br><strong>KBRI London, Inggris</strong><br>Alamat: 38 Grosvenor Square, London W1K 2HW, UK<br>Telepon: (+44-20) 7499-7661, 7290-9600<br>Website: <a href='https://indonesianembassy.org.uk' target='_blank' style='color:blue;'>indonesianembassy.org.uk</a><br><a href='https://maps.google.com/?q=Embassy+of+Indonesia+in+London' target='_blank' style='color:blue;'>Lihat Peta</a>"}"
2026-04-20 00:02:35,918 - IP: 127.0.0.1 | Query: "hi" | Source: local | Response: "{'type': 'paragraph', 'content': 'Halo! Selamat datang di Layanan Asisten Virtual Kemlu RI. Silakan ajukan pertanyaan Anda tentang layanan resmi Kemlu.'}"
2026-04-20 00:05:00,979 - IP: 127.0.0.1 | Query: "hi" | Source: local | Response: "{'type': 'paragraph', 'content': 'Halo! Selamat datang di Layanan Asisten Virtual Kemlu RI. Silakan ajukan pertanyaan Anda tentang layanan resmi Kemlu.', 'footer': {'text': 'kemlu.go.id', 'link': 'https://kemlu.go.id'}}"
2026-04-20 00:06:15,074 - IP: 127.0.0.1 | Query: "hi" | Source: local | Response: "{'type': 'paragraph', 'content': 'Halo! Selamat datang di Layanan Asisten Virtual Kemlu RI. Silakan ajukan pertanyaan Anda tentang layanan resmi Kemlu.'}"
2026-04-21 17:42:36,143 - IP: 127.0.0.1 | Query: "Halo" | Source: local | Response: "{'type': 'paragraph', 'content': 'Halo! Saya adalah Asisten Virtual resmi Kemlu RI. Saya siap membantu menjawab pertanyaan Anda seputar layanan konsuler.'}"
2026-04-21 21:51:50,966 - IP: 127.0.0.1 | Query: "Halo" | Source: local | Response: "{'type': 'paragraph', 'content': 'Halo! Saya adalah Asisten Virtual resmi Kemlu RI. Saya siap membantu menjawab pertanyaan Anda seputar layanan konsuler.', 'footer': {'text': 'kemlu.go.id', 'link': 'https://kemlu.go.id'}}"
2026-04-21 21:54:32,444 - IP: 127.0.0.1 | Query: "Hi" | Source: local | Response: "{'type': 'paragraph', 'content': 'Halo! Selamat datang di Layanan Asisten Virtual Kemlu RI. Silakan ajukan pertanyaan Anda tentang layanan resmi Kemlu.'}"
2026-04-21 22:01:09,127 - IP: 127.0.0.1 | Query: "Halo" | Source: local | Response: "{'type': 'paragraph', 'content': 'Halo! Saya adalah Asisten Virtual resmi Kemlu RI. Saya siap membantu menjawab pertanyaan Anda seputar layanan konsuler.', 'footer': {'text': 'kemlu.go.id', 'link': 'https://kemlu.go.id'}}"
2026-04-21 22:03:27,568 - IP: 127.0.0.1 | Query: "Alamat Kemlu" | Source: local | Response: "{'type': 'paragraph', 'content': "<strong>Alamat Kementerian Luar Negeri RI:</strong><br>Jalan Taman Pejambon No. 6, Jakarta Pusat 10110, Indonesia.<br><a href='https://maps.google.com/?q=Kementerian+Luar+Negeri+RI' target='_blank' style='color:blue;'>Lihat Peta</a>"}"
2026-04-21 22:03:46,844 - IP: 127.0.0.1 | Query: "Hi" | Source: local | Response: "{'type': 'paragraph', 'content': 'Halo! Selamat datang di Layanan Asisten Virtual Kemlu RI. Silakan ajukan pertanyaan Anda tentang layanan resmi Kemlu.'}"
2026-04-22 19:33:05,810 - IP: 127.0.0.1 | Query: "Halo" | Source: local | Response: "{'type': 'paragraph', 'content': 'Halo! Saya adalah Asisten Virtual resmi Kemlu RI. Saya siap membantu menjawab pertanyaan Anda seputar layanan konsuler.'}"
2026-04-22 20:52:49,991 - IP: 127.0.0.1 | Query: "Halo" | Source: local | Response: "{'type': 'paragraph', 'content': 'Halo! Saya adalah Asisten Virtual resmi Kemlu RI. Saya siap membantu menjawab pertanyaan Anda seputar layanan konsuler.', 'footer': {'text': 'kemlu.go.id', 'link': 'https://kemlu.go.id'}}"
2026-04-22 22:04:02,335 - IP: 192.168.1.5 | Query: "Halo" | Source: local | Response: "{'type': 'paragraph', 'content': 'Halo! Saya adalah Asisten Virtual resmi Kemlu RI. Saya siap membantu menjawab pertanyaan Anda seputar layanan konsuler.'}"
2026-04-22 22:05:54,647 - IP: 192.168.1.5 | Query: "Hi" | Source: local | Response: "{'type': 'paragraph', 'content': 'Halo! Selamat datang di Layanan Asisten Virtual Kemlu RI. Silakan ajukan pertanyaan Anda tentang layanan resmi Kemlu.'}"
2026-04-22 22:06:12,659 - IP: 192.168.1.5 | Query: "Hi" | Source: local | Response: "{'type': 'paragraph', 'content': 'Halo! Selamat datang di Layanan Asisten Virtual Kemlu RI. Silakan ajukan pertanyaan Anda tentang layanan resmi Kemlu.', 'footer': {'text': 'kemlu.go.id', 'link': 'https://kemlu.go.id'}}"
2026-04-23 19:13:39,964 - IP: 127.0.0.1 | Query: "Halo" | Source: local | Response: "{'type': 'paragraph', 'content': 'Halo! Saya adalah Asisten Virtual resmi Kemlu RI. Saya siap membantu menjawab pertanyaan Anda seputar layanan konsuler.'}"
2026-04-23 19:13:42,375 - IP: 127.0.0.1 | Query: "Hi" | Source: local | Response: "{'type': 'paragraph', 'content': 'Halo! Selamat datang di Layanan Asisten Virtual Kemlu RI. Silakan ajukan pertanyaan Anda tentang layanan resmi Kemlu.'}"
2026-04-23 19:28:52,770 - IP: 127.0.0.1 | Query: "Halo" | Source: local | Response: "{'type': 'paragraph', 'content': 'Halo! Saya adalah Asisten Virtual resmi Kemlu RI. Saya siap membantu menjawab pertanyaan Anda seputar layanan konsuler.', 'footer': {'text': 'kemlu.go.id', 'link': 'https://kemlu.go.id'}}"
2026-04-23 19:35:44,526 - IP: 192.168.1.18 | Query: "Halo" | Source: local | Response: "{'type': 'paragraph', 'content': 'Halo! Saya adalah Asisten Virtual resmi Kemlu RI. Saya siap membantu menjawab pertanyaan Anda seputar layanan konsuler.', 'footer': {'text': 'kemlu.go.id', 'link': 'https://kemlu.go.id'}}"
2026-04-23 19:41:52,360 - IP: 192.168.1.18 | Query: "Halo" | Source: local | Response: "{'type': 'paragraph', 'content': 'Halo! Saya adalah Asisten Virtual resmi Kemlu RI. Saya siap membantu menjawab pertanyaan Anda seputar layanan konsuler.', 'footer': {'text': 'kemlu.go.id', 'link': 'https://kemlu.go.id'}}"
2026-04-24 20:33:26,767 - IP: 127.0.0.1 | Query: "Halo" | Source: local | UserType: Mahasiswa | Response: "{'type': 'paragraph', 'content': 'Halo! Saya adalah Asisten Virtual resmi Kemlu RI. Saya siap membantu menjawab pertanyaan Anda seputar layanan konsuler.'}"
2026-04-24 20:34:24,853 - IP: 192.168.1.5 | Query: "Hi" | Source: local | UserType: Non-Mahasiswa | Response: "{'type': 'paragraph', 'content': 'Halo! Selamat datang di Layanan Asisten Virtual Kemlu RI. Silakan ajukan pertanyaan Anda tentang layanan resmi Kemlu.'}"
2026-04-24 20:34:29,414 - IP: 192.168.1.5 | Query: "Hai" | Source: local | UserType: Non-Mahasiswa | Response: "{'type': 'paragraph', 'content': 'Halo! Senang bertemu dengan Anda. Apa yang ingin Anda ketahui tentang layanan Kemlu RI hari ini?'}"
2026-04-24 21:34:11,992 - IP: 127.0.0.1 | Query: "Halo" | Source: local | UserType: Tidak Diketahui | Response: "{'type': 'paragraph', 'content': 'Halo! Saya adalah Asisten Virtual resmi Kemlu RI. Saya siap membantu menjawab pertanyaan Anda seputar layanan konsuler.', 'footer': {'text': 'kemlu.go.id', 'link': 'https://kemlu.go.id'}}"
2026-04-24 21:55:35,470 - IP: 127.0.0.1 | Query: "Hi" | Source: local | UserType: Tidak Diketahui | Response: "{'type': 'paragraph', 'content': 'Halo! Selamat datang di Layanan Asisten Virtual Kemlu RI. Silakan ajukan pertanyaan Anda tentang layanan resmi Kemlu.'}"
2026-04-24 21:56:19,893 - IP: 127.0.0.1 | Query: "Hi" | Source: local | UserType: Tidak Diketahui | Response: "{'type': 'paragraph', 'content': 'Halo! Selamat datang di Layanan Asisten Virtual Kemlu RI. Silakan ajukan pertanyaan Anda tentang layanan resmi Kemlu.'}"
2026-04-24 21:56:35,314 - IP: 127.0.0.1 | Query: "Pelayanan Media" | Source: local | UserType: Tidak Diketahui | Response: "{'type': 'paragraph', 'content': "Layanan Media dirancang untuk memfasilitasi kegiatan peliputan oleh jurnalis domestik dan internasional terkait kebijakan luar negeri Indonesia. Layanan ini mencakup akreditasi dan penyediaan siaran pers. Untuk keperluan media, kunjungi <a href='https://kemlu.go.id/layanan/pelayanan-media' target='_blank' style='color:blue;'>Pelayanan Media Kemlu</a>.", 'bullets': ['Akreditasi untuk jurnalis asing yang akan melakukan peliputan di Indonesia.', 'Distribusi siaran pers, transkrip, dan materi informasi resmi lainnya.', 'Penyelenggaraan press briefing dan konferensi pers secara rutin.', 'Membantu mengatur sesi wawancara dengan pejabat kementerian.']}"
2026-04-24 21:57:10,127 - IP: 127.0.0.1 | Query: "Kontak Darurat" | Source: local | UserType: Tidak Diketahui | Response: "{'type': 'paragraph', 'content': 'Untuk keadaan darurat, Anda dapat menghubungi <strong>Hotline Perlindungan WNI</strong> melalui WhatsApp di nomor: <strong>+62 812-9007-0027</strong>.'}"
2026-04-24 21:57:46,033 - IP: 127.0.0.1 | Query: "Dimana Kontak Darurat" | Source: local | UserType: Tidak Diketahui | Response: "{'type': 'paragraph', 'content': 'Untuk keadaan darurat, Anda dapat menghubungi <strong>Hotline Perlindungan WNI</strong> melalui WhatsApp di nomor: <strong>+62 812-9007-0027</strong>.', 'footer': {'text': 'kemlu.go.id', 'link': 'https://kemlu.go.id'}}"
2026-04-24 21:58:08,537 - IP: 127.0.0.1 | Query: "adbkajwbda fasilitas diplomatik" | Source: local | UserType: Tidak Diketahui | Response: "{'type': 'paragraph', 'content': "Layanan Fasilitas Diplomatik ditujukan untuk memberikan kemudahan bagi korps diplomatik serta organisasi internasional yang bertugas di Indonesia. Layanan ini mencakup berbagai fasilitas yang mendukung pelaksanaan tugas mereka sesuai dengan Konvensi Wina dan peraturan yang berlaku. Informasi lebih detail dapat diakses melalui <a href='https://kemlu.go.id/layanan/layanan-konsuler-fasilitas-diplomatik-dan-pelindungan-wni/fasilitas-diplomatik' target='_blank' style='color:blue;'>Fasilitas Diplomatik Kemlu</a>.", 'bullets': ['Pemberian kartu identitas diplomatik dan konsuler.', 'Pemberian izin masuk bagi pejabat diplomatik dan keluarganya.', 'Fasilitas kekebalan dan keistimewaan sesuai dengan hukum internasional.', 'Koordinasi terkait impor barang pribadi dan kendaraan dinas bebas bea masuk.']}"
2026-04-25 19:52:06,237 - IP: 127.0.0.1 | Query: "Halo" | Source: local | UserType: Mahasiswa | Response: "{'type': 'paragraph', 'content': 'Halo! Saya adalah Asisten Virtual resmi Kemlu RI. Saya siap membantu menjawab pertanyaan Anda seputar layanan konsuler.'}"
2026-04-25 19:52:09,006 - IP: 127.0.0.1 | Query: "Hi" | Source: local | UserType: Mahasiswa | Response: "{'type': 'paragraph', 'content': 'Halo! Selamat datang di Layanan Asisten Virtual Kemlu RI. Silakan ajukan pertanyaan Anda tentang layanan resmi Kemlu.'}"
2026-04-25 20:26:49,068 - IP: 192.168.1.18 | Query: "Halo" | Source: local | UserType: Mahasiswa | Response: "{'type': 'paragraph', 'content': 'Halo! Saya adalah Asisten Virtual resmi Kemlu RI. Saya siap membantu menjawab pertanyaan Anda seputar layanan konsuler.', 'footer': {'text': 'kemlu.go.id', 'link': 'https://kemlu.go.id'}}"
2026-04-25 20:30:05,754 - IP: 192.168.1.31 | Query: "Hi" | Source: local | UserType: Non-Mahasiswa | Response: "{'type': 'paragraph', 'content': 'Halo! Selamat datang di Layanan Asisten Virtual Kemlu RI. Silakan ajukan pertanyaan Anda tentang layanan resmi Kemlu.', 'footer': {'text': 'kemlu.go.id', 'link': 'https://kemlu.go.id'}}"
2026-04-25 20:58:17,472 - IP: 127.0.0.1 | Query: "Di mana alamat KBRI di Amerika Serikat?" | Source: local | UserType: Tidak Diketahui | Response: "{'type': 'paragraph', 'content': "Tentu, dengan senang hati! Berikut adalah informasi alamat dan kontak untuk Perwakilan RI di Amerika Serikat:<br><br><strong>KBRI Washington, D.C., USA</strong><br>Alamat: 2020 Massachusetts Avenue N.W., Washington, D.C. 20036, USA<br>Telepon: (+1-202) 775-5200<br>Website: <a href='https://kemlu.go.id/washington' target='_blank' style='color:blue;'>kemlu.go.id/washington</a><br><a href='https://maps.google.com/?q=Embassy+of+Indonesia+in+Washington,D.C.' target='_blank' style='color:blue;'>Lihat Peta</a><br><br>Terdapat juga Konsulat Jenderal (KJRI) di <strong>New York, Los Angeles, Chicago, Houston,</strong> dan <strong>San Francisco</strong>."}"
2026-04-25 20:58:44,295 - IP: 127.0.0.1 | Query: "Bagaimana cara mendapatkan fasilitas diplomatik?" | Source: local | UserType: Tidak Diketahui | Response: "{'type': 'paragraph', 'content': "Layanan Fasilitas Diplomatik ditujukan untuk memberikan kemudahan bagi korps diplomatik serta organisasi internasional yang bertugas di Indonesia. Layanan ini mencakup berbagai fasilitas yang mendukung pelaksanaan tugas mereka sesuai dengan Konvensi Wina dan peraturan yang berlaku. Informasi lebih detail dapat diakses melalui <a href='https://kemlu.go.id/layanan/layanan-konsuler-fasilitas-diplomatik-dan-pelindungan-wni/fasilitas-diplomatik' target='_blank' style='color:blue;'>Fasilitas Diplomatik Kemlu</a>.", 'bullets': ['Pemberian kartu identitas diplomatik dan konsuler.', 'Pemberian izin masuk bagi pejabat diplomatik dan keluarganya.', 'Fasilitas kekebalan dan keistimewaan sesuai dengan hukum internasional.', 'Koordinasi terkait impor barang pribadi dan kendaraan dinas bebas bea masuk.']}"
2026-04-25 20:59:22,496 - IP: 127.0.0.1 | Query: "Apa yang harus dilakukan jika paspor hilang?" | Source: local | UserType: Tidak Diketahui | Response: "{'type': 'list', 'title': 'Jika paspor Anda hilang saat di luar negeri, segera lakukan:', 'items': ['Laporkan ke <strong>otoritas kepolisian setempat</strong> untuk mendapatkan surat keterangan kehilangan resmi.', 'Setelah itu, segera hubungi <strong>KBRI/KJRI terdekat</strong> untuk memproses pengurusan <strong>Surat Perjalanan Laksana Paspor (SPLP)</strong> sebagai dokumen darurat pengganti paspor.']}"
2026-04-25 20:59:34,559 - IP: 127.0.0.1 | Query: "Kehilangan paspor di Malaysia" | Source: local | UserType: Tidak Diketahui | Response: "{'type': 'paragraph', 'content': "Tentu, dengan senang hati! Berikut adalah informasi alamat dan kontak untuk Perwakilan RI di Malaysia:<br><br><strong>KBRI Kuala Lumpur, Malaysia</strong><br>Alamat: 233 Jalan Tun Razak, 50400 Kuala Lumpur, Malaysia<br>Telepon: (+60-3) 2116-4000, 2116-4016<br>Website: <a href='https://kemlu.go.id/kualalumpur' target='_blank' style='color:blue;'>kemlu.go.id/kualalumpur</a><br><a href='https://maps.google.com/?q=Embassy+of+Indonesia+in+Kuala+Lumpur' target='_blank' style='color:blue;'>Lihat Peta</a><br><br>Terdapat juga Konsulat Jenderal (KJRI) di <strong>Johor Bahru, Kota Kinabalu, Kuching,</strong> dan <strong>Penang</strong>."}"
2026-04-25 22:44:12,118 - IP: 192.168.1.18 | Query: "Di mana alamat KBRI di Belanda?" | Source: local | UserType: Mahasiswa | Response: "{'type': 'paragraph', 'content': "Tentu, dengan senang hati! Berikut adalah informasi alamat dan kontak untuk Perwakilan RI di Belanda:<br><br><strong>KBRI Den Haag, Belanda</strong><br>Alamat: Tobias Asserlaan 8, 2517 KC Den Haag (The Hague), Netherlands<br>Telepon: (+31-70) 310-8100, 310-8176, 310-8177<br>Website: <a href='https://kemlu.go.id/netherlands' target='_blank' style='color:blue;'>kemlu.go.id/netherlands</a><br><a href='https://maps.google.com/?q=Embassy+of+Indonesia+in+The+Hague' target='_blank' style='color:blue;'>Lihat Peta</a>"}"
2026-04-25 22:44:20,676 - IP: 192.168.1.18 | Query: "Alamat KJRI di New York" | Source: local | UserType: Mahasiswa | Response: "{'type': 'paragraph', 'content': "Tentu, dengan senang hati! Berikut adalah informasi alamat dan kontak untuk Perwakilan RI di Amerika Serikat:<br><br><strong>KBRI Washington, D.C., USA</strong><br>Alamat: 2020 Massachusetts Avenue N.W., Washington, D.C. 20036, USA<br>Telepon: (+1-202) 775-5200<br>Website: <a href='https://kemlu.go.id/washington' target='_blank' style='color:blue;'>kemlu.go.id/washington</a><br><a href='https://maps.google.com/?q=Embassy+of+Indonesia+in+Washington,D.C.' target='_blank' style='color:blue;'>Lihat Peta</a><br><br>Terdapat juga Konsulat Jenderal (KJRI) di <strong>New York, Los Angeles, Chicago, Houston,</strong> dan <strong>San Francisco</strong>."}"
2026-04-25 22:44:25,764 - IP: 192.168.1.18 | Query: "Alamat KBRI di London" | Source: local | UserType: Mahasiswa | Response: "{'type': 'paragraph', 'content': "Tentu, dengan senang hati! Berikut adalah informasi alamat dan kontak untuk Perwakilan RI di Inggris:<br><br><strong>KBRI London, Inggris</strong><br>Alamat: 38 Grosvenor Square, London W1K 2HW, UK<br>Telepon: (+44-20) 7499-7661, 7290-9600<br>Website: <a href='https://indonesianembassy.org.uk' target='_blank' style='color:blue;'>indonesianembassy.org.uk</a><br><a href='https://maps.google.com/?q=Embassy+of+Indonesia+in+London' target='_blank' style='color:blue;'>Lihat Peta</a>"}"
2026-04-25 22:46:58,665 - IP: 192.168.1.18 | Query: "Di mana melihat berita Kemlu?" | Source: local | UserType: Mahasiswa | Response: "{'type': 'paragraph', 'content': "Ikuti perkembangan terbaru mengenai diplomasi, kebijakan luar negeri, dan kegiatan Kementerian Luar Negeri melalui portal berita resmi. Akses berita terkini di <a href='https://kemlu.go.id/berita' target='_blank' style='color:blue;'>halaman Berita</a>."}"
2026-04-25 22:47:10,873 - IP: 192.168.1.18 | Query: "Bagaimana cara mendapatkan perlindungan WNI di luar negeri?" | Source: local | UserType: Mahasiswa | Response: "{'type': 'paragraph', 'content': "Kementerian Luar Negeri berkomitmen memberikan perlindungan maksimal bagi WNI di luar negeri. Layanan ini mencakup bantuan dalam berbagai situasi, mulai dari kehilangan dokumen, kasus hukum, hingga kondisi darurat. Untuk bantuan, kunjungi <a href='https://kemlu.go.id/layanan/layanan-konsuler-fasilitas-diplomatik-dan-pelindungan-wni/pelindungan-wni' target='_blank' style='color:blue;'>Perlindungan WNI</a> atau hubungi Hotline darurat.", 'bullets': ['Bantuan hukum dan pendampingan bagi WNI yang menghadapi masalah hukum.', 'Evakuasi dari negara atau wilayah yang mengalami konflik atau bencana alam.', 'Bantuan bagi korban tindak pidana perdagangan orang (TPPO) dan kekerasan.', 'Layanan lapor diri online melalui Portal Peduli WNI untuk memudahkan perlindungan.']}"
2026-04-27 00:17:39,198 - IP: 127.0.0.1 | Query: "Halo" | Source: local | UserType: Mahasiswa | Response: "{'type': 'paragraph', 'content': 'Halo! Saya adalah Asisten Virtual resmi Kemlu RI. Saya siap membantu menjawab pertanyaan Anda seputar layanan konsuler.'}"
2026-04-27 21:47:20,634 - IP: 127.0.0.1 | Query: "Halo" | Source: local | UserType: Tidak Diketahui | Response: "{'type': 'paragraph', 'content': 'Halo! Saya adalah Asisten Virtual resmi Kemlu RI. Saya siap membantu menjawab pertanyaan Anda seputar layanan konsuler.'}"
